pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
8411	Een zwarte hond springt van een dok in een vijver	Een witte hond springt vanaf een dok in het water	NEUTRAL	3.8	A_neutral_B	B_neutral_A	A black dog is jumping off a dock into a pond	A white dog is jumping from a dock into the water	FLICKR	FLICKR	TEST
8412	Een zwarte hond springt van een dok af in het water	Een zwarte hond springt van een dok in het water	ENTAILMENT	4.9	A_entails_B	B_entails_A	A black dog is jumping off a dock into water	A black dog is jumping from a dock into the water	FLICKR	FLICKR	TRAIN
8413	Een zwarte hond springt op een dok in een vijver	Een zwarte hond springt van een dok in het water	ENTAILMENT	4.4	A_entails_B	B_neutral_A	A black dog is jumping on a dock into a pond	A black dog is jumping from a dock into the water	FLICKR	FLICKR	TEST
8414	Een zwarte hond springt van een dok in een vijver	Een zwarte hond springt van een dok in het water	ENTAILMENT	4.6	A_entails_B	B_entails_A	A black dog is jumping off a dock into a pond	A black dog is jumping from a dock into the water	FLICKR	FLICKR	TEST
8415	Een bruid in een witte jurk rent	Een meisje in een witte jurk rent	ENTAILMENT	4.4	A_entails_B	B_neutral_A	A bride in a white dress is running	A girl in a white dress is running	FLICKR	FLICKR	TEST
8416	Een meisje in een witte jurk rent	Een meisje in een witte jurk staat	NEUTRAL	3.5	A_neutral_B	B_neutral_A	A girl in a white dress is running	A girl in a white dress is standing	FLICKR	FLICKR	TEST
8417	Een klein meisje lacht en rent het huis uit	Een klein meisje lacht en rent naar buiten	ENTAILMENT	4.4	A_entails_B	B_neutral_A	A little girl is smiling and running out of the house	A little girl is smiling and running outside	FLICKR	FLICKR	TRAIN
8418	Een klein meisje lacht en rent naar buiten	Een klein meisje lacht en rent naar binnen	CONTRADICTION	4.3	A_contradicts_B	B_contradicts_A	A little girl is smiling and running outside	A little girl is smiling and running inside	FLICKR	FLICKR	TEST
8419	Een klein meisje lacht en rent het huis uit	Een meisje in een witte jurk rent	NEUTRAL	3.7	A_neutral_B	B_neutral_A	A little girl is smiling and running out of the house	A girl in a white dress is running	FLICKR	FLICKR	TRAIN
8420	Een meisje in een witte jurk rent	Een klein meisje lacht en rent naar binnen	NEUTRAL	3	A_neutral_B	B_neutral_A	A girl in a white dress is running	A little girl is smiling and running inside	FLICKR	FLICKR	TEST
8421	Een klein meisje lacht en rent naar buiten	Een bruid in een witte jurk rent	NEUTRAL	2.6	A_neutral_B	B_neutral_A	A little girl is smiling and running outside	A bride in a white dress is running	FLICKR	FLICKR	TRAIN
8422	Een meisje in een witte jurk staat	Een klein meisje lacht en rent naar buiten	NEUTRAL	2.1	A_neutral_B	B_neutral_A	A girl in a white dress is standing	A little girl is smiling and running outside	FLICKR	FLICKR	TEST
8423	Een klein meisje lacht en rent naar buiten	Een meisje in een witte jurk rent	NEUTRAL	3.7	A_neutral_B	B_neutral_A	A little girl is smiling and running outside	A girl in a white dress is running	FLICKR	FLICKR	TEST
8424	Een skiër in het zwart vangt een klein beetje lucht op	Een in het zwart geklede skiër springt een klein beetje in de lucht	ENTAILMENT	4.9	A_entails_B	B_entails_A	A skier in black is catching a tiny bit of air	A skier dressed in black is catching a tiny bit of air	FLICKR	FLICKR	TRAIN
8425	Een skiër in het wit vangt een klein beetje lucht op	Een skiër in het zwart vangt een klein beetje lucht op	NEUTRAL	4	A_neutral_B	B_neutral_A	A skier in white is catching a tiny bit of air	A skier in black is catching a tiny bit of air	FLICKR	FLICKR	TRAIN
8426	Een man skiet van een besneeuwde berg af	Een man skiet een besneeuwde heuvel af	NEUTRAL	4.1	A_neutral_B	B_neutral_A	A man is skiing down a snowy mountain	A man is skiing down a snowy hill	FLICKR	FLICKR	TRAIN
8427	Er is geen man die van een besneeuwde heuvel af skiet	Een man skiet een besneeuwde heuvel af	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	There is no man skiing down a snowy hill	A man is skiing down a snowy hill	FLICKR	FLICKR	TEST
8428	Een man skiet van een besneeuwde berg af	Een skiër in het zwart vangt een klein beetje lucht op	NEUTRAL	3.4	A_neutral_B	B_neutral_A	A man is skiing down a snowy mountain	A skier in black is catching a tiny bit of air	FLICKR	FLICKR	TEST
8429	Er is geen man die van een besneeuwde heuvel af skiet	Een skiër in het zwart vangt een klein beetje lucht op	NEUTRAL	2.8	A_neutral_B	B_neutral_A	There is no man skiing down a snowy hill	A skier in black is catching a tiny bit of air	FLICKR	FLICKR	TEST
8430	Een in het zwart geklede skiër springt een klein beetje in de lucht	Een man skiet een besneeuwde heuvel af	NEUTRAL	3.7	A_neutral_B	B_neutral_A	A skier dressed in black is catching a tiny bit of air	A man is skiing down a snowy hill	FLICKR	FLICKR	TRAIN
8431	Een man skiet een besneeuwde heuvel af	Een skiër in het wit vangt een klein beetje lucht op	NEUTRAL	3.8	A_neutral_B	B_neutral_A	A man is skiing down a snowy hill	A skier in white is catching a tiny bit of air	FLICKR	FLICKR	TRAIN
8432	Een skiër in het zwart vangt een klein beetje lucht op	Een man skiet een besneeuwde heuvel af	NEUTRAL	3.5	A_neutral_B	B_neutral_A	A skier in black is catching a tiny bit of air	A man is skiing down a snowy hill	FLICKR	FLICKR	TEST
8433	Een jongen is aan het buikschuiven in het gras	Een kind is aan het buikschuiven in het gras	ENTAILMENT	4.6	A_entails_B	B_neutral_A	A boy is playing slip and slide in the grass	A child is playing slip and slide in the grass	FLICKR	FLICKR	TEST
8434	Een kind is aan het buikschuiven in het gras	Een kind is niet aan het buikschuiven in het gras	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	A child is playing slip and slide in the grass	A child is not playing slip and slide in the grass	FLICKR	FLICKR	TRAIN
8435	Een kind spettert in een zwembad voor kinderen en andere koters spelen op de achtergrond	Een kind spettert in een zwembad voor kinderen en andere kinderen spelen op de achtergrond	ENTAILMENT	4.9	A_entails_B	B_entails_A	A child is splashing in a pool for children and other kids are playing in the background	A child is splashing in a pool for children and other children are playing in the background	FLICKR	FLICKR	TRAIN
8436	Een kind spettert in een zwembad voor kinderen en er spelen geen andere kinderen op de achtergrond	Een kind spettert in een zwembad voor kinderen en andere kinderen spelen op de achtergrond	CONTRADICTION	2.6	A_contradicts_B	B_contradicts_A	A child is splashing in a pool for children and no other children are playing in the background	A child is splashing in a pool for children and other children are playing in the background	FLICKR	FLICKR	TEST
8437	Een kind is aan het buikschuiven in het gras	Een kind spettert in een zwembad voor kinderen en andere koters spelen op de achtergrond	NEUTRAL	2.6	A_neutral_B	B_neutral_A	A child is playing slip and slide in the grass	A child is splashing in a pool for children and other kids are playing in the background	FLICKR	FLICKR	TRAIN
8438	Een kind is aan het buikschuiven in het gras	Een kind spettert in een zwembad voor kinderen en er spelen geen andere kinderen op de achtergrond	NEUTRAL	2.615	A_neutral_B	B_neutral_A	A child is playing slip and slide in the grass	A child is splashing in a pool for children and no other children are playing in the background	FLICKR	FLICKR	TEST
8439	Een jongen is aan het buikschuiven in het gras	Een kind spettert in een zwembad voor kinderen en andere kinderen spelen op de achtergrond	NEUTRAL	2.8	A_neutral_B	B_neutral_A	A boy is playing slip and slide in the grass	A child is splashing in a pool for children and other children are playing in the background	FLICKR	FLICKR	TEST
8440	Een kind spettert in een zwembad voor kinderen en andere kinderen spelen op de achtergrond	Een kind is niet aan het buikschuiven in het gras	NEUTRAL	2.9	A_neutral_B	B_neutral_A	A child is splashing in a pool for children and other children are playing in the background	A child is not playing slip and slide in the grass	FLICKR	FLICKR	TEST
8441	Een kind is aan het buikschuiven in het gras	Een kind spettert in een zwembad voor kinderen en andere kinderen spelen op de achtergrond	NEUTRAL	2.6	A_neutral_B	B_neutral_A	A child is playing slip and slide in the grass	A child is splashing in a pool for children and other children are playing in the background	FLICKR	FLICKR	TRAIN
8442	Twee mannen staan samen en één kijkt in de verte	Twee mannen staan samen en één kijkt door een verrekijker	NEUTRAL	4.1	A_neutral_B	B_neutral_A	Two men are standing together and one is looking in the distance	Two men are standing together and one is looking through binoculars	FLICKR	FLICKR	TEST
8443	Twee vrouwen staan samen en één kijkt door een verrekijker	Twee mannen staan samen en één kijkt door een verrekijker	NEUTRAL	3.7	A_neutral_B	B_neutral_A	Two women are standing together and one is looking through binoculars	Two men are standing together and one is looking through binoculars	FLICKR	FLICKR	TEST
8444	Twee mannen kijken uit en een verrekijker wordt vastgehouden door een van hen	Twee mannen kijken uit en één houdt een verrekijker vast	ENTAILMENT	4.9	A_entails_B	B_entails_A	Two men are looking out and binoculars are being held by one of them	Two men are looking out and one is holding binoculars	FLICKR	FLICKR	TRAIN
8445	Twee mannen kijken uit en één houdt een verrekijker vast	Twee mannen kijken uit en één houdt een zaktelescoop vast	NEUTRAL	4	A_neutral_B	B_neutral_A	Two men are looking out and one is holding binoculars	Two men are looking out and one is holding a spyglass	FLICKR	FLICKR	TEST
8446	Twee mannen staan samen en één kijkt door een verrekijker	Twee mannen kijken uit en een verrekijker wordt vastgehouden door een van hen	ENTAILMENT	4	A_entails_B	B_neutral_A	Two men are standing together and one is looking through binoculars	Two men are looking out and binoculars are being held by one of them	FLICKR	FLICKR	TRAIN
8447	Twee mannen staan samen en één kijkt door een verrekijker	Twee mannen kijken uit en één houdt een zaktelescoop vast	NEUTRAL	3.3	A_neutral_B	B_neutral_A	Two men are standing together and one is looking through binoculars	Two men are looking out and one is holding a spyglass	FLICKR	FLICKR	TEST
8448	Twee mannen kijken uit en één houdt een verrekijker vast	Twee mannen staan samen en één kijkt in de verte	NEUTRAL	3.7	A_neutral_B	B_neutral_A	Two men are looking out and one is holding binoculars	Two men are standing together and one is looking in the distance	FLICKR	FLICKR	TEST
8449	Twee vrouwen staan samen en één kijkt door een verrekijker	Twee mannen kijken uit en één houdt een verrekijker vast	NEUTRAL	2.7	A_neutral_B	B_neutral_A	Two women are standing together and one is looking through binoculars	Two men are looking out and one is holding binoculars	FLICKR	FLICKR	TRAIN
8450	Twee mannen staan samen en één kijkt door een verrekijker	Twee mannen kijken uit en één houdt een verrekijker vast	NEUTRAL	4.4	A_neutral_B	B_neutral_A	Two men are standing together and one is looking through binoculars	Two men are looking out and one is holding binoculars	FLICKR	FLICKR	TEST
8452	Een motorrijder op een motor leunt een scherpe hoek in	Er is geen motorrijder op een motor die in een scherpe bocht leunt	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	A motorcyclist on a bike is leaning into a sharp corner	There is no motorcyclist on a bike leaning into a sharp corner	FLICKR	FLICKR	TRAIN
8453	Een man op een motorfiets draait een hoek om	Een man op een motorfiets gaat een hoek om	ENTAILMENT	4.9	A_entails_B	B_entails_A	A man on a motorcycle is turning around a corner	A man on a motorcycle is going around a corner	FLICKR	FLICKR	TRAIN
8454	Een man op een motorfiets gaat een hoek om	Een vrouw op een motorfiets gaat een hoek om	NEUTRAL	3.6	A_neutral_B	B_neutral_A	A man on a motorcycle is going around a corner	A woman on a motorcycle is going around a corner	FLICKR	FLICKR	TEST
8455	Een motorrijder op een motor leunt een scherpe hoek in	Een man op een motorfiets draait een hoek om	ENTAILMENT	4.5	A_entails_B	B_neutral_A	A motorcyclist on a bike is leaning into a sharp corner	A man on a motorcycle is turning around a corner	FLICKR	FLICKR	TRAIN
8456	Een motorrijder op een motor leunt een scherpe hoek in	Een vrouw op een motorfiets gaat een hoek om	NEUTRAL	4	A_neutral_B	B_neutral_A	A motorcyclist on a bike is leaning into a sharp corner	A woman on a motorcycle is going around a corner	FLICKR	FLICKR	TRAIN
8457	Een motorrijder op een motor leunt een scherpe hoek in	Een man op een motorfiets gaat een hoek om	NEUTRAL	4.2	A_neutral_B	B_neutral_A	A motorcyclist on a bike is leaning into a sharp corner	A man on a motorcycle is going around a corner	FLICKR	FLICKR	TRAIN
8458	Een man op een motorfiets gaat een hoek om	Er is geen motorrijder op een motor die in een scherpe bocht leunt	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	A man on a motorcycle is going around a corner	There is no motorcyclist on a bike leaning into a sharp corner	FLICKR	FLICKR	TRAIN
8459	Een man op een motorfiets gaat een hoek om	Een motorrijder op een motor leunt een scherpe hoek in	NEUTRAL	4	A_neutral_B	B_neutral_A	A man on a motorcycle is going around a corner	A motorcyclist on a bike is leaning into a sharp corner	FLICKR	FLICKR	TRAIN
8460	Een man met een achterwaartse hoed zit op de grond	Een persoon met een hoed achterstevoren zit op de grond	ENTAILMENT	4.6	A_entails_B	B_neutral_A	A man with a backwards hat is sitting on the ground	A person with a backwards hat is sitting on the ground	FLICKR	FLICKR	TRAIN
8461	Een man zonder hoed zit op de grond	Een man met een achterwaartse hoed zit op de grond	NEUTRAL	4	A_neutral_B	B_contradicts_A	A man with no hat is sitting on the ground	A man with a backwards hat is sitting on the ground	FLICKR	FLICKR	TRIAL
8462	Een jonge man in een wit shirt en een gouden en zwarte hoed zit met gekruiste benen	Een jonge persoon in een wit shirt en een gouden en zwarte hoed zit met gekruiste benen	ENTAILMENT	4.7	A_entails_B	B_neutral_A	A young man in a white shirt and gold and black hat is sitting with crossed legs	A young person in a white shirt and gold and black hat is sitting with crossed legs	FLICKR	FLICKR	TRAIN
8463	Een oude man in een wit hemd en gouden en zwarte hoed zit met gekruiste benen	Een jonge man in een wit shirt en een gouden en zwarte hoed zit met gekruiste benen	NEUTRAL	3.5	A_contradicts_B	B_neutral_A	An old man in a white shirt and gold and black hat is sitting with crossed legs	A young man in a white shirt and gold and black hat is sitting with crossed legs	FLICKR	FLICKR	TEST
8464	Een jonge persoon in een wit shirt en een gouden en zwarte hoed zit met gekruiste benen	Een man met een achterwaartse hoed zit op de grond	NEUTRAL	2.8	A_neutral_B	B_neutral_A	A young person in a white shirt and gold and black hat is sitting with crossed legs	A man with a backwards hat is sitting on the ground	FLICKR	FLICKR	TEST
8465	Een man met een achterwaartse hoed zit op de grond	Een oude man in een wit hemd en gouden en zwarte hoed zit met gekruiste benen	NEUTRAL	2.4	A_neutral_B	B_neutral_A	A man with a backwards hat is sitting on the ground	An old man in a white shirt and gold and black hat is sitting with crossed legs	FLICKR	FLICKR	TEST
8466	Een persoon met een hoed achterstevoren zit op de grond	Een jonge man in een wit shirt en een gouden en zwarte hoed zit met gekruiste benen	NEUTRAL	3.1	A_neutral_B	B_neutral_A	A person with a backwards hat is sitting on the ground	A young man in a white shirt and gold and black hat is sitting with crossed legs	FLICKR	FLICKR	TEST
8467	Een jonge man in een wit shirt en een gouden en zwarte hoed zit met gekruiste benen	Een man zonder hoed zit op de grond	NEUTRAL	1.915	A_neutral_B	B_neutral_A	A young man in a white shirt and gold and black hat is sitting with crossed legs	A man with no hat is sitting on the ground	FLICKR	FLICKR	TEST
8468	Een jonge man in een wit shirt en een gouden en zwarte hoed zit met gekruiste benen	Een man met een achterwaartse hoed zit op de grond	NEUTRAL	2.6	A_neutral_B	B_neutral_A	A young man in a white shirt and gold and black hat is sitting with crossed legs	A man with a backwards hat is sitting on the ground	FLICKR	FLICKR	TEST
8469	Een jong oosters meisje staat boven de menigte en speelt met een windmolentje	Een jong oosters meisje staat boven de mensen en speelt met een windmolentje	ENTAILMENT	4.7	A_entails_B	B_neutral_A	A young oriental girl is standing above the crowd and is playing with a pinwheel	A young oriental girl is standing above people and is playing with a pinwheel	FLICKR	FLICKR	TRAIN
8470	Een jong westers meisje staat boven de menigte en speelt met een windmolentje	Een jong oosters meisje staat boven de menigte en speelt met een windmolentje	NEUTRAL	4.2	A_neutral_B	B_neutral_A	A young occidental girl is standing above the crowd and is playing with a pinwheel	A young oriental girl is standing above the crowd and is playing with a pinwheel	FLICKR	FLICKR	TRAIN
8471	Een meisje in een blauwe trui houdt een veelkleurig stuk speelgoed vast en zit op de schouders van een oude man met grijs haar	Een meisje in een blauwe trui houdt een veelkleurig stuk speelgoed vast en zit op de schouders van een man met grijs haar	ENTAILMENT	4.6	A_entails_B	B_neutral_A	A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of an old man with grey hair	A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a man with grey hair	FLICKR	FLICKR	TRIAL
8472	Een meisje in een blauwe trui houdt een veelkleurig stuk speelgoed vast en zit op de schouders van een man met grijs haar	Een meisje in een blauwe trui houdt een veelkleurig stuk speelgoed vast en zit op de schouders van een vrouw met grijs haar	NEUTRAL	4.085	A_neutral_B	B_contradicts_A	A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a man with grey hair	A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a woman with grey hair	FLICKR	FLICKR	TEST
8473	Een jong oosters meisje staat boven de menigte en speelt met een windmolentje	Een meisje in een blauwe trui houdt een veelkleurig stuk speelgoed vast en zit op de schouders van een oude man met grijs haar	NEUTRAL	2.6	A_neutral_B	B_neutral_A	A young oriental girl is standing above the crowd and is playing with a pinwheel	A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of an old man with grey hair	FLICKR	FLICKR	TEST
8474	Een jong oosters meisje staat boven de menigte en speelt met een windmolentje	Een meisje in een blauwe trui houdt een veelkleurig stuk speelgoed vast en zit op de schouders van een vrouw met grijs haar	NEUTRAL	2.6	A_neutral_B	B_neutral_A	A young oriental girl is standing above the crowd and is playing with a pinwheel	A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a woman with grey hair	FLICKR	FLICKR	TRAIN
8475	Een meisje in een blauwe trui houdt een veelkleurig stuk speelgoed vast en zit op de schouders van een man met grijs haar	Een jong oosters meisje staat boven de mensen en speelt met een windmolentje	NEUTRAL	2.4	A_neutral_B	B_neutral_A	A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a man with grey hair	A young oriental girl is standing above people and is playing with a pinwheel	FLICKR	FLICKR	TRAIN
8476	Een jong westers meisje staat boven de menigte en speelt met een windmolentje	Een meisje in een blauwe trui houdt een veelkleurig stuk speelgoed vast en zit op de schouders van een man met grijs haar	NEUTRAL	2.7	A_neutral_B	B_neutral_A	A young occidental girl is standing above the crowd and is playing with a pinwheel	A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a man with grey hair	FLICKR	FLICKR	TRAIN
8477	Een jong oosters meisje staat boven de menigte en speelt met een windmolentje	Een meisje in een blauwe trui houdt een veelkleurig stuk speelgoed vast en zit op de schouders van een man met grijs haar	NEUTRAL	2.2	A_neutral_B	B_neutral_A	A young oriental girl is standing above the crowd and is playing with a pinwheel	A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a man with grey hair	FLICKR	FLICKR	TEST
8478	Een jonge man op een bmx fiets springt van een gemetselde piramide af	Een jonge man op een bmx fiets springt van een piramide af	ENTAILMENT	4.5	A_entails_B	B_neutral_A	A young man on a bmx bicycle is jumping off a masonry pyramid	A young man on a bmx bicycle is jumping off a pyramid	FLICKR	FLICKR	TEST
8479	Een jonge man op een bmx fiets springt op een gemetselde piramide	Een jonge man op een bmx fiets springt van een gemetselde piramide af	ENTAILMENT	4.4	A_entails_B	B_neutral_A	A young man on a bmx bicycle is jumping on a masonry pyramid	A young man on a bmx bicycle is jumping off a masonry pyramid	FLICKR	FLICKR	TRAIN
8480	Een man op een fiets springt op een piramidevormige helling	Een fietser springt op een piramidevormige helling	ENTAILMENT	4.4	A_entails_B	B_neutral_A	A man on a bike is jumping on a pyramid-shaped ramp	A bicyclist is jumping on a pyramid-shaped ramp	FLICKR	FLICKR	TEST
8481	Er is geen fietser die op een piramidevormige schans springt	Een fietser springt op een piramidevormige helling	CONTRADICTION	4.1	A_contradicts_B	B_contradicts_A	There is no bicyclist jumping on a pyramid-shaped ramp	A bicyclist is jumping on a pyramid-shaped ramp	FLICKR	FLICKR	TRAIN
8482	Een jonge man op een bmx fiets springt van een gemetselde piramide af	Een man op een fiets springt op een piramidevormige helling	NEUTRAL	4	A_neutral_B	B_neutral_A	A young man on a bmx bicycle is jumping off a masonry pyramid	A man on a bike is jumping on a pyramid-shaped ramp	FLICKR	FLICKR	TRAIN
8483	Er is geen fietser die op een piramidevormige schans springt	Een jonge man op een bmx fiets springt van een gemetselde piramide af	NEUTRAL	3.9	A_contradicts_B	B_neutral_A	There is no bicyclist jumping on a pyramid-shaped ramp	A young man on a bmx bicycle is jumping off a masonry pyramid	FLICKR	FLICKR	TRAIN
8484	Een jonge man op een bmx fiets springt van een piramide af	Een fietser springt op een piramidevormige helling	ENTAILMENT	4	A_entails_B	B_neutral_A	A young man on a bmx bicycle is jumping off a pyramid	A bicyclist is jumping on a pyramid-shaped ramp	FLICKR	FLICKR	TRAIN
8485	Een jonge man op een bmx fiets springt op een gemetselde piramide	Een fietser springt op een piramidevormige helling	ENTAILMENT	4.3	A_entails_B	B_neutral_A	A young man on a bmx bicycle is jumping on a masonry pyramid	A bicyclist is jumping on a pyramid-shaped ramp	FLICKR	FLICKR	TEST
8486	Een fietser springt op een piramidevormige helling	Een jonge man op een bmx fiets springt van een gemetselde piramide af	ENTAILMENT	4.2	A_entails_B	B_neutral_A	A bicyclist is jumping on a pyramid-shaped ramp	A young man on a bmx bicycle is jumping off a masonry pyramid	FLICKR	FLICKR	TRAIN
8487	Een man zonder shirt speelt voetbal op een gazon	Een man zonder shirt speelt voetbal op een veld	NEUTRAL	4.1	A_neutral_B	B_neutral_A	A shirtless man is playing football on a lawn	A shirtless man is playing football on a field	FLICKR	FLICKR	TEST
8488	Een man zonder shirt speelt voetbal in een sportschool	Een man zonder shirt speelt voetbal op een gazon	NEUTRAL	3.7	A_neutral_B	B_contradicts_A	A shirtless man is playing football in a gym	A shirtless man is playing football on a lawn	FLICKR	FLICKR	TEST
8489	Een man zonder shirt houdt een voetbal vast	Een voetbal wordt vastgehouden door een man zonder shirt	ENTAILMENT	5	A_entails_B	B_entails_A	A man with no shirt is holding a football	A football is being held by a man with no shirt	FLICKR	FLICKR	TRAIN
8490	Een man met een shirt houdt een voetbal vast	Een man zonder shirt houdt een voetbal vast	NEUTRAL	3.3	A_neutral_B	B_neutral_A	A man with a shirt is holding a football	A man with no shirt is holding a football	FLICKR	FLICKR	TRAIN
8491	Een man zonder shirt speelt voetbal op een gazon	Een voetbal wordt vastgehouden door een man zonder shirt	NEUTRAL	3.8	A_neutral_B	B_neutral_A	A shirtless man is playing football on a lawn	A football is being held by a man with no shirt	FLICKR	FLICKR	TEST
8492	Een man met een shirt houdt een voetbal vast	Een man zonder shirt speelt voetbal op een gazon	NEUTRAL	2.7	A_contradicts_B	B_neutral_A	A man with a shirt is holding a football	A shirtless man is playing football on a lawn	FLICKR	FLICKR	TRAIN
8493	Een man zonder shirt speelt voetbal op een veld	Een man zonder shirt houdt een voetbal vast	NEUTRAL	3.5	A_neutral_B	B_neutral_A	A shirtless man is playing football on a field	A man with no shirt is holding a football	FLICKR	FLICKR	TRAIN
8494	Een man zonder shirt houdt een voetbal vast	Een man zonder shirt speelt voetbal in een sportschool	NEUTRAL	4	A_neutral_B	B_neutral_A	A man with no shirt is holding a football	A shirtless man is playing football in a gym	FLICKR	FLICKR	TRAIN
8495	Een man zonder shirt houdt een voetbal vast	Een man zonder shirt speelt voetbal op een gazon	NEUTRAL	4	A_neutral_B	B_neutral_A	A man with no shirt is holding a football	A shirtless man is playing football on a lawn	FLICKR	FLICKR	TEST
8496	De man gaat het meer in	De man gaat het water in	ENTAILMENT	4.8	A_entails_B	B_neutral_A	The man is going into the lake	The man is going into the water	FLICKR	FLICKR	TEST
8497	De man gaat het water in	De man gaat niet het water in	CONTRADICTION	3	A_contradicts_B	B_contradicts_A	The man is going into the water	The man is not going into the water	FLICKR	FLICKR	TEST
8498	De persoon gaat de zee in	De persoon gaat het water in	ENTAILMENT	4.3	A_entails_B	B_neutral_A	The person is going into the sea	The person is going into the water	FLICKR	FLICKR	TEST
8499	De persoon gaat het water in	De persoon gaat niet het water in	CONTRADICTION	4.3	A_contradicts_B	B_contradicts_A	The person is going into the water	The person is not going into the water	FLICKR	FLICKR	TEST
8500	De man gaat het water in	De persoon gaat de zee in	NEUTRAL	4.1	A_neutral_B	B_neutral_A	The man is going into the water	The person is going into the sea	FLICKR	FLICKR	TRIAL
8501	De persoon gaat niet het water in	De man gaat het water in	NEUTRAL	3.5	A_neutral_B	B_neutral_A	The person is not going into the water	The man is going into the water	FLICKR	FLICKR	TRAIN
8502	De man gaat het meer in	De persoon gaat het water in	ENTAILMENT	4.3	A_entails_B	B_neutral_A	The man is going into the lake	The person is going into the water	FLICKR	FLICKR	TRAIN
8503	De persoon gaat het water in	De man gaat niet het water in	NEUTRAL	4.2	A_neutral_B	B_neutral_A	The person is going into the water	The man is not going into the water	FLICKR	FLICKR	TEST
8504	De man gaat het water in	De persoon gaat het water in	ENTAILMENT	4.5	A_entails_B	B_neutral_A	The man is going into the water	The person is going into the water	FLICKR	FLICKR	TRAIN
8505	Twee mensen zitten op een parkbankje op een zonnige dag	Twee mensen zitten op een parkbankje op een warme dag	NEUTRAL	4.3	A_neutral_B	B_neutral_A	Two people are sitting on a park bench on a sunny day	Two people are sitting on a park bench on a hot day	FLICKR	FLICKR	TRIAL
8506	Twee mensen zitten op een parkbankje op een zonnige dag	Twee mensen zitten op een parkbankje op een regenachtige dag	NEUTRAL	3.2	A_neutral_B	B_contradicts_A	Two people are sitting on a park bench on a sunny day	Two people are sitting on a park bench on a rainy day	FLICKR	FLICKR	TRAIN
8507	Twee vrouwen, gekleed in wit en zwart, ontspannen zich op een bankje	Twee vrouwen, gekleed in wit en zwart, zitten op een bankje	NEUTRAL	4.2	A_neutral_B	B_neutral_A	Two women dressed in white and black are relaxing on a bench	Two women dressed in white and black are sitting on a bench	FLICKR	FLICKR	TRAIN
8508	Twee vrouwen, gekleed in wit en zwart, zitten op een bankje	Twee mannen gekleed in wit en zwart zitten op een bankje	NEUTRAL	3.6	A_neutral_B	B_neutral_A	Two women dressed in white and black are sitting on a bench	Two men dressed in white and black are sitting on a bench	FLICKR	FLICKR	TEST
8509	Twee vrouwen, gekleed in wit en zwart, ontspannen zich op een bankje	Twee mensen zitten op een parkbankje op een zonnige dag	NEUTRAL	3.6	A_neutral_B	B_neutral_A	Two women dressed in white and black are relaxing on a bench	Two people are sitting on a park bench on a sunny day	FLICKR	FLICKR	TEST
8510	Twee mensen zitten op een parkbankje op een zonnige dag	Twee mannen gekleed in wit en zwart zitten op een bankje	NEUTRAL	3.6	A_neutral_B	B_neutral_A	Two people are sitting on a park bench on a sunny day	Two men dressed in white and black are sitting on a bench	FLICKR	FLICKR	TEST
8511	Twee mensen zitten op een parkbankje op een warme dag	Twee vrouwen, gekleed in wit en zwart, zitten op een bankje	NEUTRAL	3.6	A_neutral_B	B_neutral_A	Two people are sitting on a park bench on a hot day	Two women dressed in white and black are sitting on a bench	FLICKR	FLICKR	TRAIN
8512	Twee vrouwen, gekleed in wit en zwart, zitten op een bankje	Twee mensen zitten op een parkbankje op een regenachtige dag	NEUTRAL	3.9	A_neutral_B	B_neutral_A	Two women dressed in white and black are sitting on a bench	Two people are sitting on a park bench on a rainy day	FLICKR	FLICKR	TRAIN
8513	Twee vrouwen, gekleed in wit en zwart, zitten op een bankje	Twee mensen zitten op een parkbankje op een zonnige dag	NEUTRAL	3.635	A_neutral_B	B_neutral_A	Two women dressed in white and black are sitting on a bench	Two people are sitting on a park bench on a sunny day	FLICKR	FLICKR	TEST
8514	Vijf mensen staan in het gras met drie honden	Vijf mensen staan in het gras met enkele honden	ENTAILMENT	4.4	A_entails_B	B_neutral_A	Five people are standing in the grass with three dogs	Five people are standing in the grass with some dogs	FLICKR	FLICKR	TRAIN
8515	Vijf mensen staan in het gras, zonder honden	Vijf mensen staan in het gras met drie honden	CONTRADICTION	4.2	A_contradicts_B	B_contradicts_A	Five people are standing in the grass with no dogs	Five people are standing in the grass with three dogs	FLICKR	FLICKR	TEST
